id_pagamento,id_usuario,valor,data_pagamento
931,916,19.9,2024-05-11
932,407,29.9,2025-04-06
933,114,19.9,2024-07-14
934,258,39.9,2024-01-09
935,937,19.9,2024-03-30
936,730,19.9,2023-02-06
937,224,19.9,2025-01-31
938,549,29.9,2024-03-15
939,87,29.9,2024-04-07
940,274,29.9,2024-08-02
941,920,39.9,2024-12-23
942,826,19.9,2022-10-05
943,166,19.9,2023-05-29
944,80,29.9,2025-01-18
945,156,39.9,2022-09-10
946,812,19.9,2024-12-30
947,925,29.9,2022-12-20
948,267,29.9,2025-04-16
949,15,29.9,2023-11-22
950,272,19.9,2023-05-08
951,777,39.9,2022-06-25
952,444,19.9,2023-03-16
953,284,29.9,2024-12-29
954,596,39.9,2023-04-03
955,312,29.9,2022-12-20
956,89,19.9,2023-02-16
957,384,29.9,2023-12-28
958,682,19.9,2022-06-23
959,465,19.9,2023-02-24
960,128,29.9,2023-08-28
961,993,39.9,2024-10-06
962,312,19.9,2024-08-23
963,393,19.9,2023-02-21
964,856,19.9,2022-08-28
965,629,29.9,2023-12-11
966,756,29.9,2025-05-05
967,499,19.9,2025-01-07
968,819,29.9,2024-02-20
969,827,39.9,2024-02-23
970,32,29.9,2024-05-08
971,219,19.9,2025-04-03
972,189,19.9,2023-06-02
973,161,39.9,2023-01-17
974,560,19.9,2022-08-18
975,333,19.9,2025-03-21
976,399,19.9,2024-12-10
977,471,29.9,2023-10-26
978,639,39.9,2024-09-12
979,685,39.9,2023-07-11
980,522,39.9,2024-02-03
981,642,39.9,2024-02-03
982,355,29.9,2022-11-13
983,745,29.9,2024-03-10
984,445,39.9,2024-11-19
985,552,29.9,2024-02-03
986,450,19.9,2022-09-19
987,910,19.9,2023-11-12
988,515,39.9,2022-09-14
989,985,39.9,2023-04-27
990,545,39.9,2022-11-10
991,416,19.9,2024-04-16
992,163,19.9,2024-06-13
993,142,39.9,2023-12-20
994,545,29.9,2024-07-09
995,209,39.9,2025-04-08
996,772,39.9,2023-05-27
997,337,29.9,2024-11-12
998,554,19.9,2022-09-10
999,857,29.9,2025-02-13
1000,672,39.9,2022-10-10
1001,792,29.9,2022-06-06
1002,563,29.9,2023-06-14
1003,315,19.9,2022-08-07
1004,42,19.9,2023-08-19
1005,66,39.9,2024-01-30
1006,242,29.9,2023-09-03
1007,765,29.9,2024-11-24
1008,749,19.9,2023-09-26
1009,406,29.9,2022-06-25
1010,588,19.9,2023-03-25
1011,524,29.9,2022-07-01
1012,875,29.9,2025-01-08
1013,907,29.9,2025-01-07
1014,919,39.9,2022-08-16
1015,887,39.9,2022-12-16
1016,754,29.9,2024-12-20
1017,391,29.9,2024-08-29
1018,249,29.9,2024-10-03
1019,621,39.9,2024-11-02
1020,399,39.9,2022-10-29
1021,986,19.9,2024-12-25
1022,106,39.9,2023-06-10
1023,670,39.9,2023-04-24
1024,697,19.9,2024-12-22
1025,131,39.9,2025-03-05
1026,581,19.9,2024-12-25
1027,50,39.9,2024-02-21
1028,40,29.9,2024-04-04
1029,588,19.9,2024-11-27
1030,37,19.9,2024-01-08
1031,216,19.9,2024-07-18
1032,325,19.9,2023-08-15
1033,522,39.9,2023-07-24
1034,247,39.9,2025-01-15
1035,628,39.9,2023-08-24
1036,500,19.9,2024-05-30
1037,145,39.9,2024-03-22
1038,422,39.9,2024-05-19
1039,601,29.9,2024-01-12
1040,874,39.9,2023-02-18
1041,378,39.9,2024-01-01
1042,752,39.9,2022-11-19
1043,480,19.9,2023-04-07
1044,201,29.9,2022-07-31
1045,990,19.9,2024-05-08
1046,478,19.9,2024-08-11
1047,403,19.9,2023-03-07
1048,298,29.9,2024-12-11
1049,519,29.9,2025-02-16
1050,426,29.9,2024-08-04
1051,881,29.9,2024-05-12
1052,506,19.9,2024-03-31
1053,67,19.9,2022-12-09
1054,588,39.9,2022-11-21
1055,816,29.9,2024-03-31
1056,906,19.9,2025-01-05
1057,417,39.9,2025-04-16
1058,455,29.9,2025-02-26
1059,360,19.9,2022-11-10
1060,380,39.9,2024-07-13
1061,622,29.9,2023-03-03
1062,782,39.9,2022-12-06
1063,229,29.9,2024-04-05
1064,798,39.9,2024-10-14
1065,641,19.9,2024-04-25
1066,100,19.9,2022-08-01
1067,368,19.9,2024-07-13
1068,36,19.9,2024-12-24
1069,938,39.9,2022-12-01
1070,713,19.9,2022-06-10
1071,684,39.9,2023-07-11
1072,671,19.9,2024-10-14
1073,764,39.9,2023-04-05
1074,780,39.9,2025-05-03
1075,753,39.9,2025-03-30
1076,254,29.9,2023-09-13
1077,52,19.9,2022-09-28
1078,811,19.9,2024-12-16
1079,212,19.9,2023-09-05
1080,643,39.9,2022-11-23
1081,395,39.9,2023-04-13
1082,195,19.9,2023-04-05
1083,130,39.9,2023-03-26
1084,82,29.9,2023-04-18
1085,587,29.9,2023-01-04
1086,862,29.9,2022-08-14
1087,7,39.9,2023-03-31
1088,869,39.9,2024-08-02
1089,927,19.9,2022-11-15
1090,861,39.9,2022-07-20
1091,147,19.9,2024-08-10
1092,665,19.9,2023-04-25
1093,425,39.9,2022-07-19
1094,880,29.9,2022-10-18
1095,254,19.9,2024-05-07
1096,595,39.9,2024-08-02
1097,437,39.9,2024-02-09
1098,912,19.9,2024-12-30
1099,479,19.9,2022-12-31
1100,360,19.9,2025-05-07
1101,922,39.9,2025-03-08
1102,691,19.9,2024-10-05
1103,995,19.9,2024-01-20
1104,23,39.9,2022-08-02
1105,607,39.9,2024-09-02
1106,466,19.9,2023-05-14
1107,989,39.9,2024-06-30
1108,686,19.9,2023-01-31
1109,281,39.9,2024-03-10
1110,209,29.9,2024-04-16
1111,200,19.9,2025-03-14
1112,803,19.9,2025-01-30
1113,405,29.9,2022-09-26
1114,534,39.9,2023-01-05
1115,485,39.9,2024-02-14
1116,15,29.9,2025-01-09
1117,257,19.9,2022-11-14
1118,856,19.9,2022-11-29
1119,186,39.9,2024-01-06
1120,565,19.9,2022-10-12
1121,137,19.9,2023-09-07
1122,846,39.9,2024-12-10
1123,857,29.9,2022-09-13
1124,65,39.9,2025-03-01
1125,723,29.9,2025-02-02
1126,22,29.9,2023-02-13
1127,852,19.9,2024-08-12
1128,326,19.9,2025-04-21
1129,624,29.9,2024-01-15
1130,786,19.9,2024-06-29
1131,608,29.9,2023-09-12
1132,820,39.9,2023-09-03
1133,609,19.9,2025-03-24
1134,684,29.9,2023-07-28
1135,823,19.9,2024-02-14
1136,894,19.9,2025-05-13
1137,398,39.9,2022-12-14
1138,657,29.9,2023-06-11
1139,852,39.9,2023-09-09
1140,688,39.9,2025-04-18
1141,373,29.9,2024-06-14
1142,286,29.9,2024-01-02
1143,968,39.9,2025-05-09
1144,853,29.9,2022-08-08
1145,807,39.9,2025-01-20
1146,283,19.9,2025-05-09
1147,28,39.9,2023-06-10
1148,182,19.9,2022-12-17
1149,562,29.9,2024-12-14
1150,166,29.9,2023-02-17
1151,677,39.9,2023-03-03
1152,109,19.9,2023-01-03
1153,249,39.9,2023-01-07
1154,25,29.9,2023-12-06
1155,6,19.9,2023-10-11
1156,329,39.9,2023-04-05
1157,328,19.9,2022-12-25
1158,559,39.9,2023-12-11
1159,250,29.9,2023-12-05
1160,355,19.9,2025-05-10
1161,737,19.9,2023-07-11
1162,786,29.9,2024-07-19
1163,878,19.9,2023-01-09
1164,527,39.9,2025-02-09
1165,364,19.9,2024-05-14
1166,433,39.9,2023-07-17
1167,368,39.9,2022-07-17
1168,671,19.9,2025-04-28
1169,851,19.9,2022-12-28
1170,896,19.9,2023-11-02
1171,275,29.9,2022-09-27
1172,31,19.9,2023-05-22
1173,224,39.9,2024-03-16
1174,159,29.9,2024-06-24
1175,995,29.9,2023-07-28
1176,115,29.9,2025-03-05
1177,712,29.9,2022-08-08
1178,547,29.9,2024-06-15
1179,329,39.9,2023-10-03
1180,205,29.9,2023-11-03
1181,237,19.9,2023-05-09
1182,711,19.9,2023-08-06
1183,201,29.9,2024-05-24
1184,424,39.9,2024-09-27
1185,971,29.9,2025-02-04
1186,667,19.9,2023-07-24
1187,10,39.9,2024-08-05
1188,914,19.9,2024-03-05
1189,390,19.9,2024-07-12
1190,19,29.9,2024-12-09
1191,42,29.9,2022-08-26
1192,671,19.9,2025-05-09
1193,588,19.9,2022-10-19
1194,586,19.9,2024-10-31
1195,701,39.9,2023-08-07
1196,483,39.9,2025-03-25
1197,150,19.9,2024-11-25
1198,961,19.9,2023-08-07
1199,694,29.9,2024-04-29
1200,656,19.9,2023-12-25
1201,732,19.9,2025-04-10
1202,855,29.9,2024-09-05
1203,586,19.9,2022-08-01
1204,717,19.9,2022-11-25
1205,945,39.9,2025-01-23
1206,41,39.9,2025-01-05
1207,927,39.9,2023-12-05
1208,445,29.9,2023-05-16
1209,851,29.9,2024-07-10
1210,550,39.9,2023-02-01
1211,544,29.9,2022-06-28
1212,539,19.9,2023-12-24
1213,996,29.9,2023-11-12
1214,888,39.9,2023-04-14
1215,794,29.9,2023-05-13
1216,516,39.9,2024-10-21
1217,527,29.9,2022-06-28
1218,862,39.9,2022-06-06
1219,190,29.9,2022-08-17
1220,854,39.9,2024-08-04
1221,92,29.9,2023-11-09
1222,828,29.9,2023-06-17
1223,157,19.9,2023-02-21
1224,462,29.9,2024-05-14
1225,490,19.9,2023-11-09
1226,476,29.9,2025-05-05
1227,211,29.9,2025-05-20
1228,941,19.9,2024-01-25
1229,437,19.9,2024-08-31
1230,883,39.9,2024-04-07
1231,616,19.9,2025-02-19
1232,994,19.9,2023-05-12
1233,628,39.9,2024-02-04
1234,796,29.9,2023-07-15
1235,80,29.9,2024-11-03
1236,403,19.9,2023-04-24
1237,284,39.9,2023-01-15
1238,268,19.9,2023-02-18
1239,898,39.9,2023-06-09
1240,954,19.9,2023-05-30
1241,339,29.9,2024-12-18
1242,783,29.9,2024-09-26
1243,395,29.9,2024-12-27
1244,401,19.9,2024-06-29
1245,364,19.9,2023-01-18
1246,354,19.9,2022-07-02
1247,306,29.9,2024-08-23
1248,248,39.9,2023-05-09
1249,969,19.9,2022-10-18
1250,678,39.9,2023-03-25
1251,558,19.9,2023-06-28
1252,591,29.9,2022-10-13
1253,44,29.9,2023-12-16
1254,865,29.9,2025-01-22
1255,469,39.9,2023-03-24
1256,576,29.9,2025-04-06
1257,741,19.9,2022-10-14
1258,676,39.9,2024-10-03
1259,547,19.9,2023-10-13
1260,629,29.9,2023-04-11
1261,23,19.9,2022-06-17
1262,5,39.9,2022-09-08
1263,662,39.9,2023-11-28
1264,323,19.9,2023-04-09
1265,829,19.9,2023-02-17
1266,138,29.9,2022-10-29
1267,60,39.9,2024-02-09
1268,231,19.9,2024-10-16
1269,236,39.9,2023-08-16
1270,873,29.9,2023-06-25
1271,838,19.9,2024-04-20
1272,886,29.9,2024-01-31
1273,845,29.9,2023-10-09
1274,363,19.9,2024-01-17
1275,439,39.9,2023-04-20
1276,24,19.9,2022-12-06
1277,354,39.9,2025-05-02
1278,971,39.9,2023-08-09
1279,624,19.9,2023-09-07
1280,96,39.9,2022-09-01
1281,886,39.9,2025-04-13
1282,856,29.9,2024-06-14
1283,356,19.9,2024-06-09
1284,168,19.9,2023-01-21
1285,623,39.9,2024-04-01
1286,928,39.9,2024-04-24
1287,873,29.9,2022-07-24
1288,686,19.9,2023-04-30
1289,763,19.9,2022-12-19
1290,718,39.9,2025-03-04
1291,28,29.9,2022-06-23
1292,467,29.9,2022-10-01
1293,599,29.9,2025-02-02
1294,588,19.9,2025-03-27
1295,135,29.9,2025-03-20
1296,261,39.9,2024-05-07
1297,438,39.9,2023-09-14
1298,547,39.9,2023-09-23
1299,533,19.9,2023-10-04
1300,696,39.9,2022-08-11
1301,959,39.9,2023-09-29
1302,278,19.9,2024-12-22
1303,53,19.9,2022-08-19
1304,959,19.9,2024-01-08
1305,803,19.9,2023-09-27
1306,598,39.9,2022-10-24
1307,574,19.9,2023-06-26
1308,443,39.9,2025-05-08
1309,907,29.9,2024-11-06
1310,964,39.9,2023-08-15
1311,980,19.9,2022-06-26
1312,646,19.9,2025-03-26
1313,818,29.9,2023-02-21
1314,985,29.9,2022-07-27
1315,710,19.9,2025-02-24
1316,868,19.9,2024-12-25
1317,628,29.9,2023-10-16
1318,737,39.9,2024-03-30
1319,743,19.9,2024-02-04
1320,804,29.9,2025-03-27
1321,9,29.9,2023-08-19
1322,727,29.9,2025-03-22
1323,437,19.9,2024-12-27
1324,151,19.9,2024-06-24
1325,619,19.9,2022-07-13
1326,617,19.9,2025-01-20
1327,42,29.9,2022-08-11
1328,67,19.9,2024-03-10
1329,322,29.9,2023-10-22
1330,787,39.9,2024-03-30
1331,967,19.9,2024-09-26
1332,139,29.9,2022-12-28
1333,470,19.9,2023-07-31
1334,11,29.9,2023-04-11
1335,38,19.9,2024-08-23
1336,535,39.9,2024-10-03
1337,6,29.9,2022-11-20
1338,386,39.9,2022-08-28
1339,505,29.9,2024-08-30
1340,435,29.9,2022-07-02
1341,795,19.9,2025-01-19
1342,443,39.9,2024-07-28
1343,195,29.9,2023-07-27
1344,264,19.9,2025-01-18
1345,428,29.9,2023-09-29
1346,459,39.9,2023-04-14
1347,440,39.9,2023-07-01
1348,788,39.9,2024-12-05
1349,146,19.9,2022-12-31
1350,449,19.9,2023-11-30
1351,260,29.9,2024-02-04
1352,159,29.9,2024-12-07
1353,110,29.9,2025-04-23
1354,612,39.9,2025-03-07
1355,231,29.9,2024-01-23
1356,356,19.9,2023-04-21
1357,133,29.9,2022-07-25
1358,283,29.9,2022-12-06
1359,862,39.9,2024-06-26
1360,205,19.9,2023-09-28
1361,609,19.9,2023-03-06
1362,669,19.9,2024-06-15
1363,244,39.9,2024-08-26
1364,326,29.9,2023-12-30
1365,141,29.9,2024-09-05
1366,767,19.9,2024-03-31
1367,976,29.9,2024-01-29
1368,983,39.9,2022-08-13
1369,596,19.9,2023-01-24
1370,210,29.9,2025-02-11
1371,740,39.9,2022-12-01
1372,201,19.9,2023-11-01
1373,112,29.9,2024-03-17
1374,976,39.9,2024-03-16
1375,705,39.9,2024-05-08
1376,32,29.9,2025-05-26
1377,726,39.9,2025-02-09
1378,360,39.9,2024-02-13
1379,999,19.9,2024-02-25
1380,260,39.9,2023-10-20
1381,904,29.9,2023-12-13
1382,391,29.9,2024-02-29
1383,700,39.9,2024-09-17
1384,515,29.9,2022-11-18
1385,228,19.9,2024-11-03
1386,129,19.9,2024-05-21
1387,685,39.9,2025-02-15
1388,100,39.9,2024-11-21
1389,416,19.9,2023-12-23
1390,247,29.9,2024-03-24
1391,354,19.9,2023-05-10
1392,525,29.9,2023-11-24
1393,695,19.9,2024-02-17
1394,368,39.9,2023-09-13
1395,240,39.9,2024-04-06
1396,320,29.9,2022-11-13
1397,318,29.9,2023-03-07
1398,716,19.9,2024-04-29
1399,212,39.9,2025-04-24
1400,800,29.9,2023-06-16
1401,119,39.9,2022-10-29
1402,619,39.9,2022-12-21
1403,233,39.9,2023-03-03
1404,463,29.9,2024-04-04
1405,300,39.9,2024-08-19
1406,984,39.9,2023-09-04
1407,407,29.9,2022-06-20
1408,634,39.9,2024-07-26
1409,515,39.9,2024-02-27
1410,311,19.9,2022-10-03
1411,583,19.9,2024-07-30
1412,560,29.9,2025-03-07
1413,654,39.9,2025-01-17
1414,473,29.9,2024-10-08
1415,506,39.9,2023-12-19
1416,600,19.9,2023-01-16
1417,792,19.9,2023-12-08
1418,540,19.9,2025-01-31
1419,9,39.9,2022-09-25
1420,976,19.9,2024-07-04
1421,316,29.9,2023-07-28
1422,52,19.9,2025-04-21
1423,979,29.9,2023-03-03
1424,169,29.9,2023-04-10
1425,853,29.9,2024-08-11
1426,207,19.9,2024-05-13
1427,150,19.9,2024-04-09
1428,514,39.9,2025-02-12
1429,542,39.9,2023-05-24
1430,819,29.9,2023-12-11
1431,441,39.9,2023-09-21
1432,637,29.9,2025-05-21
1433,593,19.9,2024-04-06
1434,275,39.9,2024-08-01
1435,554,29.9,2024-03-08
1436,150,19.9,2022-11-13
1437,983,29.9,2022-09-23
1438,415,19.9,2024-01-10
1439,819,29.9,2023-04-17
1440,975,39.9,2024-06-23
1441,788,19.9,2022-11-09
1442,328,29.9,2025-02-04
1443,70,29.9,2024-01-24
1444,687,39.9,2022-11-19
1445,806,19.9,2023-01-05
1446,502,29.9,2022-09-09
1447,974,39.9,2025-02-13
1448,277,19.9,2024-04-17
1449,581,29.9,2025-05-25
1450,871,19.9,2024-09-13
1451,479,39.9,2024-05-21
1452,541,29.9,2024-02-22
1453,654,29.9,2023-03-19
1454,132,19.9,2025-06-01
1455,345,29.9,2024-06-02
1456,721,19.9,2022-10-11
1457,129,19.9,2024-07-25
1458,785,39.9,2023-11-09
1459,425,39.9,2023-03-28
1460,777,39.9,2023-06-15
1461,944,39.9,2023-09-17
1462,994,39.9,2023-06-05
1463,338,29.9,2022-09-08
1464,469,19.9,2022-12-09
1465,895,19.9,2022-11-05
1466,927,29.9,2024-02-14
1467,586,19.9,2022-08-25
1468,941,29.9,2024-12-04
1469,616,19.9,2024-10-08
1470,737,19.9,2024-01-07
1471,602,19.9,2025-01-07
1472,851,29.9,2024-10-19
1473,820,29.9,2023-03-06
1474,167,29.9,2024-11-10
1475,221,39.9,2023-08-03
1476,955,29.9,2024-11-17
1477,178,39.9,2023-12-01
1478,754,39.9,2025-02-07
1479,572,39.9,2024-01-11
1480,242,19.9,2023-08-21
1481,68,19.9,2023-02-27
1482,135,39.9,2023-12-13
1483,936,39.9,2024-03-23
1484,255,29.9,2024-07-30
1485,39,39.9,2023-01-05
1486,772,29.9,2022-09-01
1487,771,39.9,2024-05-19
1488,518,29.9,2025-03-16
1489,240,39.9,2024-09-25
1490,499,29.9,2023-05-20
1491,630,29.9,2022-09-24
1492,950,29.9,2023-10-07
1493,21,39.9,2023-02-05
1494,104,29.9,2023-11-06
1495,635,39.9,2023-02-04
1496,940,39.9,2024-02-14
1497,228,29.9,2023-08-18
1498,230,19.9,2025-02-03
1499,847,39.9,2023-03-12
1500,456,39.9,2023-08-30
1501,892,39.9,2023-04-11
1502,543,29.9,2023-11-26
1503,932,39.9,2024-08-11
1504,296,29.9,2024-12-10
1505,72,29.9,2024-01-31
1506,709,19.9,2022-11-08
1507,417,19.9,2024-02-28
1508,977,39.9,2025-01-28
1509,675,29.9,2025-05-22
1510,369,19.9,2024-04-23
1511,372,39.9,2023-09-28
1512,717,29.9,2025-01-20
1513,761,19.9,2022-07-02
1514,447,39.9,2023-05-31
1515,660,19.9,2023-07-22
1516,332,39.9,2023-05-24
1517,983,39.9,2022-11-14
1518,202,39.9,2022-09-09
1519,564,39.9,2024-08-04
1520,952,29.9,2024-01-25
1521,944,39.9,2022-11-26
1522,741,39.9,2024-01-14
1523,575,39.9,2022-11-23
1524,917,39.9,2023-07-25
1525,572,19.9,2023-11-24
1526,223,39.9,2023-08-28
1527,71,39.9,2024-02-07
1528,791,29.9,2024-09-04
1529,272,29.9,2025-02-03
1530,524,29.9,2023-12-06
1531,223,39.9,2024-05-24
1532,535,39.9,2025-05-17
1533,24,29.9,2022-09-23
1534,274,39.9,2025-03-05
1535,800,29.9,2022-07-26
1536,17,29.9,2022-12-05
1537,560,39.9,2024-04-08
1538,777,19.9,2023-11-11
1539,309,19.9,2023-01-24
1540,650,19.9,2024-08-02
1541,979,19.9,2022-12-20
1542,909,39.9,2022-10-13
1543,71,29.9,2023-03-17
1544,279,39.9,2023-12-27
1545,686,39.9,2023-05-31
1546,665,29.9,2023-04-19
1547,269,39.9,2023-07-14
1548,548,39.9,2024-02-24
1549,606,29.9,2024-04-01
1550,97,39.9,2024-05-10
1551,175,29.9,2024-03-02
1552,939,39.9,2022-10-10
1553,784,19.9,2023-03-14
1554,306,29.9,2024-04-15
1555,235,39.9,2025-03-18
1556,754,29.9,2024-07-18
1557,820,19.9,2025-03-16
1558,749,39.9,2023-02-20
1559,441,19.9,2024-12-20
1560,558,39.9,2023-08-11
1561,727,39.9,2022-11-12
1562,351,39.9,2023-08-15
1563,293,29.9,2025-02-08
1564,250,19.9,2022-07-17
1565,647,39.9,2023-01-23
1566,632,29.9,2025-02-23
1567,87,19.9,2024-08-20
1568,663,19.9,2025-02-07
1569,139,29.9,2024-04-30
1570,277,19.9,2023-09-23
1571,851,29.9,2023-06-02
1572,130,29.9,2024-04-09
1573,508,19.9,2023-06-19
1574,147,39.9,2025-04-03
1575,20,39.9,2023-03-10
1576,493,19.9,2022-09-25
1577,888,29.9,2022-12-05
1578,273,29.9,2024-05-11
1579,122,29.9,2022-11-16
1580,273,39.9,2024-05-06
1581,985,39.9,2024-12-22
1582,60,39.9,2022-10-06
1583,444,39.9,2025-05-13
1584,187,29.9,2025-04-14
1585,724,39.9,2023-05-09
1586,26,19.9,2023-11-13
1587,797,19.9,2023-06-18
1588,314,39.9,2025-03-27
1589,412,29.9,2024-04-19
1590,130,19.9,2025-05-07
1591,361,29.9,2024-12-04
1592,926,19.9,2024-03-17
1593,602,39.9,2023-12-22
1594,92,29.9,2023-01-23
1595,964,29.9,2023-11-30
1596,773,19.9,2024-01-29
1597,591,29.9,2023-02-21
1598,482,19.9,2024-09-16
1599,91,39.9,2024-02-17
1600,697,19.9,2024-08-11
1601,828,19.9,2025-02-14
1602,315,19.9,2023-10-26
1603,464,39.9,2024-12-25
1604,894,29.9,2024-10-31
1605,465,29.9,2024-12-15
1606,729,39.9,2025-05-24
1607,638,19.9,2022-07-26
1608,22,39.9,2024-12-13
1609,976,19.9,2022-09-22
1610,97,19.9,2024-03-27
1611,183,39.9,2024-07-31
1612,450,29.9,2024-04-25
1613,927,29.9,2024-08-27
1614,335,39.9,2023-11-02
1615,708,19.9,2024-02-11
1616,970,19.9,2025-03-02
1617,700,19.9,2022-09-17
1618,330,19.9,2024-07-23
1619,31,39.9,2022-10-31
1620,386,29.9,2023-12-23
1621,837,39.9,2023-01-03
1622,451,19.9,2025-01-21
1623,486,19.9,2025-05-01
1624,815,29.9,2023-02-13
1625,611,39.9,2024-05-31
1626,813,19.9,2023-08-17
1627,271,19.9,2023-08-01
1628,877,29.9,2022-11-19
1629,715,29.9,2024-11-23
1630,80,19.9,2023-05-20
1631,828,29.9,2023-10-26
1632,918,29.9,2024-01-19
1633,104,39.9,2023-02-03
1634,120,39.9,2024-09-29
1635,796,19.9,2023-06-17
1636,651,29.9,2025-02-12
1637,712,39.9,2022-12-24
1638,516,19.9,2023-11-04
1639,245,19.9,2022-11-24
1640,596,39.9,2025-01-22
1641,724,29.9,2023-11-17
1642,908,39.9,2024-01-20
1643,316,19.9,2024-01-22
1644,878,39.9,2025-03-28
1645,137,39.9,2025-04-18
1646,649,39.9,2023-05-19
1647,759,29.9,2024-12-12
1648,943,19.9,2022-07-31
1649,10,29.9,2023-03-03
1650,928,19.9,2022-09-30
1651,588,39.9,2024-12-05
1652,553,39.9,2023-08-22
1653,81,39.9,2024-02-20
1654,112,19.9,2024-07-31
1655,945,39.9,2024-11-11
1656,843,39.9,2022-09-08
1657,468,39.9,2022-07-08
1658,130,39.9,2022-09-27
1659,675,39.9,2023-06-09
1660,320,29.9,2025-03-24
1661,6,29.9,2022-10-27
1662,655,19.9,2023-11-25
1663,455,39.9,2022-12-13
1664,461,19.9,2022-10-09
1665,579,29.9,2022-11-06
1666,977,19.9,2023-07-23
1667,265,19.9,2023-02-14
1668,799,29.9,2024-04-10
1669,413,39.9,2024-02-08
1670,697,39.9,2022-10-27
1671,30,39.9,2024-03-17
1672,776,19.9,2024-10-05
1673,931,19.9,2024-01-28
1674,28,19.9,2022-11-23
1675,933,29.9,2023-12-06
1676,213,39.9,2023-11-25
1677,937,29.9,2024-11-10
1678,525,19.9,2023-04-16
1679,563,19.9,2024-03-24
1680,737,39.9,2022-06-21
1681,882,39.9,2024-12-12
1682,677,29.9,2024-06-16
1683,809,39.9,2024-09-16
1684,919,19.9,2025-01-20
1685,521,19.9,2025-02-14
1686,89,29.9,2025-03-16
1687,326,29.9,2023-10-04
1688,176,39.9,2024-06-13
1689,505,29.9,2022-07-10
1690,515,19.9,2024-02-02
1691,980,19.9,2022-06-14
1692,810,19.9,2024-06-29
1693,211,29.9,2023-12-21
1694,152,39.9,2025-02-01
1695,740,39.9,2022-12-25
1696,784,29.9,2024-03-08
1697,342,19.9,2023-08-01
1698,17,19.9,2022-11-05
1699,200,29.9,2024-11-27
1700,293,39.9,2022-10-04
1701,693,19.9,2025-01-14
1702,234,19.9,2024-02-02
1703,664,29.9,2023-12-22
1704,285,19.9,2025-03-21
1705,56,39.9,2022-07-26
1706,259,19.9,2023-02-21
1707,659,19.9,2024-11-17
1708,550,19.9,2022-07-17
1709,304,29.9,2022-12-17
1710,596,19.9,2022-09-17
1711,523,39.9,2023-06-01
1712,662,39.9,2024-10-15
1713,308,39.9,2023-03-22
1714,626,39.9,2022-07-12
1715,164,29.9,2023-07-20
1716,74,39.9,2023-12-05
1717,143,29.9,2024-10-07
1718,288,39.9,2023-09-13
1719,243,29.9,2023-06-09
1720,425,29.9,2023-09-11
1721,327,29.9,2022-10-20
1722,843,19.9,2024-08-13
1723,170,39.9,2024-09-24
1724,482,29.9,2023-03-06
1725,242,39.9,2022-10-15
1726,391,39.9,2023-02-11
1727,224,39.9,2022-08-23
1728,286,29.9,2024-03-23
1729,330,19.9,2025-04-22
1730,961,39.9,2025-02-22
1731,852,19.9,2023-03-09
1732,1,29.9,2024-04-22
1733,616,29.9,2023-07-01
1734,749,29.9,2023-11-06
1735,487,29.9,2022-08-20
1736,80,39.9,2022-07-03
1737,560,19.9,2023-06-07
1738,194,19.9,2023-02-23
1739,747,19.9,2025-03-28
1740,76,29.9,2022-06-19
1741,197,29.9,2024-04-18
1742,421,19.9,2025-03-14
1743,411,39.9,2024-07-12
1744,465,39.9,2025-01-06
1745,491,39.9,2023-12-15
1746,304,39.9,2022-11-14
1747,589,29.9,2024-01-25
1748,495,39.9,2023-12-28
1749,848,29.9,2022-10-19
1750,350,39.9,2023-01-06
1751,263,29.9,2023-06-02
1752,130,39.9,2023-06-16
1753,684,29.9,2023-03-04
1754,477,19.9,2024-09-23
1755,932,19.9,2023-09-02
1756,639,29.9,2023-12-01
1757,64,29.9,2024-11-17
1758,771,39.9,2025-05-13
1759,687,19.9,2023-06-13
1760,177,19.9,2022-07-10
1761,484,29.9,2025-05-15
1762,649,19.9,2024-10-22
1763,676,39.9,2023-02-20
1764,912,39.9,2023-05-24
1765,438,29.9,2024-10-09
1766,402,19.9,2023-07-25
1767,456,29.9,2024-03-02
1768,218,29.9,2023-10-02
1769,687,39.9,2022-07-12
1770,612,19.9,2023-05-30
1771,984,39.9,2024-08-20
1772,589,19.9,2023-07-03
1773,583,19.9,2022-10-19
1774,466,29.9,2024-04-18
1775,246,39.9,2024-10-01
1776,146,29.9,2024-05-17
1777,793,19.9,2022-11-03
1778,988,29.9,2024-03-02
1779,225,29.9,2024-01-12
1780,687,39.9,2022-09-13
1781,710,19.9,2023-08-20
1782,709,19.9,2023-05-25
1783,92,19.9,2023-12-07
1784,581,29.9,2023-01-01
1785,923,19.9,2023-09-30
1786,431,19.9,2023-09-16
1787,417,19.9,2024-04-07
1788,286,29.9,2022-11-19
1789,494,39.9,2023-04-26
1790,5,39.9,2023-11-30
1791,898,39.9,2024-09-20
1792,447,39.9,2023-01-17
1793,886,19.9,2024-02-26
1794,507,29.9,2024-03-21
1795,260,39.9,2025-04-28
1796,957,19.9,2022-07-25
1797,545,29.9,2024-11-29
1798,857,39.9,2024-01-29
1799,260,39.9,2025-01-25
1800,721,19.9,2024-09-15
1801,859,39.9,2023-10-27
1802,951,29.9,2025-05-30
1803,276,29.9,2023-08-11
1804,784,39.9,2023-04-15
1805,18,19.9,2022-12-11
1806,270,19.9,2022-09-17
1807,240,29.9,2023-11-27
