id_dispositivo,id_usuario,tipo,sistema_operacional
12092,308,Tablet,iOS
12093,266,SmartTV,Linux
12094,237,Notebook,Android
12095,528,Smartphone,Android
12096,930,Notebook,Android
12097,796,Notebook,Android
12098,593,Smartphone,Linux
12099,134,Notebook,Windows
12100,881,Notebook,Android
12101,656,SmartTV,iOS
12102,624,SmartTV,Linux
12103,644,Notebook,Windows
12104,522,Tablet,iOS
12105,408,Tablet,Linux
12106,186,Smartphone,iOS
12107,872,Tablet,iOS
12108,558,Notebook,Android
12109,647,Smartphone,Android
12110,885,Smartphone,Android
12111,757,Tablet,Android
12112,872,SmartTV,Android
12113,370,Notebook,Android
12114,573,Notebook,Android
12115,441,Tablet,iOS
12116,262,Tablet,Linux
12117,865,Tablet,iOS
12118,831,SmartTV,Android
12119,492,Smartphone,iOS
12120,833,Notebook,Windows
12121,764,Tablet,Windows
12122,26,Notebook,iOS
12123,421,Tablet,iOS
12124,354,Smartphone,Linux
12125,215,SmartTV,Windows
12126,937,Tablet,Android
12127,79,SmartTV,Windows
12128,139,SmartTV,Linux
12129,134,Notebook,iOS
12130,238,SmartTV,Linux
12131,753,Smartphone,Windows
12132,899,Notebook,Android
12133,65,Tablet,Windows
12134,754,Tablet,Linux
12135,275,Smartphone,Android
12136,968,SmartTV,Windows
12137,598,Smartphone,Windows
12138,958,Tablet,Linux
12139,544,Tablet,iOS
12140,23,Tablet,Windows
12141,749,Tablet,Linux
12142,798,Notebook,Windows
12143,952,SmartTV,Linux
12144,197,Tablet,Linux
12145,644,Tablet,iOS
12146,838,Smartphone,Android
12147,404,Tablet,Android
12148,991,SmartTV,iOS
12149,625,Smartphone,Windows
12150,22,Notebook,iOS
12151,969,SmartTV,Linux
12152,221,Tablet,iOS
12153,221,Notebook,Windows
12154,398,SmartTV,iOS
12155,258,Tablet,Android
12156,431,Tablet,Android
12157,554,Tablet,Linux
12158,539,Smartphone,Windows
12159,496,Smartphone,Windows
12160,789,Smartphone,iOS
12161,277,Smartphone,Android
12162,302,Tablet,Android
12163,999,SmartTV,Android
12164,188,SmartTV,Windows
12165,743,Smartphone,Android
12166,999,Notebook,Windows
12167,979,Notebook,Linux
12168,627,Tablet,Linux
12169,228,Tablet,Windows
12170,668,Smartphone,Windows
12171,204,Tablet,Linux
12172,538,Notebook,Windows
12173,623,SmartTV,Linux
12174,782,SmartTV,iOS
12175,470,SmartTV,Windows
12176,370,SmartTV,Linux
12177,881,Notebook,Windows
12178,117,Smartphone,iOS
12179,955,Tablet,Android
12180,397,Tablet,Windows
12181,866,Notebook,Android
12182,151,Tablet,iOS
12183,431,Tablet,iOS
12184,304,Tablet,Android
12185,513,SmartTV,Windows
12186,383,SmartTV,Linux
12187,419,SmartTV,Android
12188,145,Smartphone,iOS
12189,539,Smartphone,Android
12190,15,Smartphone,Linux
12191,937,Notebook,iOS
12192,722,Tablet,Android
12193,277,Smartphone,iOS
12194,634,Tablet,Android
12195,807,Notebook,Windows
12196,144,Notebook,Linux
12197,106,Tablet,Android
12198,648,SmartTV,iOS
12199,243,Notebook,Windows
12200,301,Notebook,Windows
12201,870,Smartphone,Android
12202,542,Smartphone,Linux
12203,982,Notebook,iOS
12204,704,Notebook,iOS
12205,423,Smartphone,Windows
12206,458,Smartphone,Android
12207,672,Tablet,Windows
12208,211,Notebook,Windows
12209,7,SmartTV,Windows
12210,233,SmartTV,Linux
12211,793,Tablet,Windows
12212,215,SmartTV,iOS
12213,859,Notebook,Linux
12214,107,SmartTV,Windows
12215,94,Smartphone,Linux
12216,7,SmartTV,Linux
12217,251,Notebook,iOS
12218,274,Tablet,Windows
12219,940,Tablet,Linux
12220,954,SmartTV,Linux
12221,53,SmartTV,Windows
12222,100,Smartphone,Windows
12223,805,Tablet,Android
12224,609,Smartphone,Windows
12225,339,Tablet,Linux
12226,565,Notebook,Android
12227,389,Notebook,Linux
12228,315,Tablet,Windows
12229,746,SmartTV,Linux
12230,440,Smartphone,iOS
12231,251,Smartphone,Linux
12232,259,SmartTV,Linux
12233,948,Notebook,Android
12234,632,Smartphone,Windows
12235,864,SmartTV,Linux
12236,210,Tablet,Linux
12237,807,Tablet,Linux
12238,296,Tablet,Linux
12239,931,Notebook,Linux
12240,214,Notebook,Android
12241,444,Tablet,iOS
12242,213,Smartphone,Android
12243,335,Smartphone,Linux
12244,859,Smartphone,Android
12245,755,SmartTV,Android
12246,659,Tablet,Android
12247,556,Tablet,Windows
12248,743,Tablet,iOS
12249,133,Smartphone,Linux
12250,414,Smartphone,Android
12251,783,Notebook,Windows
12252,432,Notebook,Linux
12253,289,SmartTV,Linux
12254,477,Smartphone,Windows
12255,265,SmartTV,iOS
12256,491,Smartphone,iOS
12257,314,Tablet,Android
12258,919,Smartphone,Windows
12259,462,SmartTV,Android
12260,424,Tablet,Windows
12261,34,Tablet,Windows
12262,534,SmartTV,Android
12263,229,Notebook,Android
12264,349,SmartTV,Android
12265,448,Notebook,iOS
12266,91,Tablet,iOS
12267,876,Tablet,Linux
12268,136,Tablet,Linux
12269,944,SmartTV,Windows
12270,636,Notebook,Windows
12271,374,Smartphone,Linux
12272,383,Tablet,Linux
12273,274,SmartTV,Android
12274,215,Smartphone,Android
12275,377,Notebook,iOS
12276,391,Tablet,iOS
12277,510,SmartTV,Android
12278,743,Smartphone,Windows
12279,643,SmartTV,iOS
12280,66,Notebook,Linux
12281,754,Tablet,Windows
12282,340,Tablet,Linux
12283,521,SmartTV,Android
12284,921,Notebook,iOS
12285,237,Notebook,Linux
12286,256,Smartphone,iOS
12287,11,Smartphone,Linux
12288,64,SmartTV,Windows
12289,424,SmartTV,Android
12290,238,Smartphone,Android
12291,797,Notebook,Windows
12292,498,Smartphone,Windows
12293,570,Tablet,Windows
12294,743,Smartphone,Linux
12295,454,Smartphone,Windows
12296,415,Notebook,Linux
12297,547,Tablet,Linux
12298,873,SmartTV,Android
12299,309,Tablet,Android
12300,861,Notebook,Windows
12301,261,Smartphone,Linux
12302,711,Notebook,Linux
12303,217,Notebook,iOS
12304,365,SmartTV,iOS
12305,586,SmartTV,Linux
12306,720,Notebook,Android
12307,725,SmartTV,Linux
12308,724,SmartTV,Windows
12309,720,SmartTV,Windows
12310,741,Tablet,Linux
12311,613,Smartphone,Linux
12312,482,SmartTV,Windows
12313,227,Notebook,iOS
12314,409,Smartphone,Windows
12315,902,Notebook,iOS
12316,227,Tablet,Windows
12317,20,Smartphone,iOS
12318,618,Tablet,Linux
12319,651,Notebook,Android
12320,367,Tablet,Windows
12321,308,Tablet,iOS
12322,623,Notebook,Windows
12323,301,SmartTV,Windows
12324,562,Tablet,Linux
12325,734,Smartphone,Linux
12326,688,SmartTV,iOS
12327,778,Smartphone,Linux
12328,257,Tablet,Windows
12329,34,SmartTV,Linux
12330,708,Smartphone,Windows
12331,872,SmartTV,iOS
12332,768,Smartphone,Android
12333,251,SmartTV,Android
12334,906,Smartphone,Windows
12335,595,Tablet,Windows
12336,230,SmartTV,Android
12337,339,Smartphone,Windows
12338,824,Notebook,iOS
12339,659,Tablet,Linux
12340,870,Notebook,iOS
12341,855,Notebook,Windows
12342,734,Smartphone,Linux
12343,8,Tablet,Windows
12344,156,Notebook,Android
12345,382,SmartTV,Linux
12346,369,Notebook,Linux
12347,442,Tablet,iOS
12348,513,Smartphone,iOS
12349,603,SmartTV,Linux
12350,978,Smartphone,Android
12351,908,Notebook,Windows
12352,894,Smartphone,Linux
12353,918,Smartphone,Windows
12354,655,Notebook,Windows
12355,991,Notebook,Windows
12356,840,Notebook,Linux
12357,42,Tablet,iOS
12358,868,Tablet,Windows
12359,130,Tablet,Windows
12360,868,Notebook,Windows
12361,694,Smartphone,Windows
12362,466,Notebook,iOS
12363,314,SmartTV,Linux
12364,856,Tablet,Android
12365,328,Notebook,Android
12366,600,Notebook,Windows
12367,639,Notebook,iOS
12368,237,Notebook,Windows
12369,251,Tablet,iOS
12370,248,Smartphone,Linux
12371,412,SmartTV,Windows
12372,67,Smartphone,Android
12373,964,Tablet,Linux
12374,613,Notebook,iOS
12375,23,Smartphone,Windows
12376,572,Smartphone,Linux
12377,795,SmartTV,Android
12378,842,Smartphone,Linux
12379,934,Tablet,Windows
12380,733,Tablet,iOS
12381,731,Tablet,Linux
12382,754,Tablet,Linux
12383,325,Tablet,Android
12384,116,Notebook,Android
12385,200,Smartphone,Windows
12386,249,SmartTV,Linux
12387,528,SmartTV,Windows
12388,760,Tablet,Windows
12389,251,Tablet,Windows
12390,198,SmartTV,Linux
12391,37,Notebook,Android
12392,821,Smartphone,Linux
12393,546,Notebook,Linux
12394,478,Smartphone,Linux
12395,330,Tablet,Android
12396,107,SmartTV,Windows
12397,849,SmartTV,Linux
12398,548,SmartTV,Android
12399,874,SmartTV,Windows
12400,955,Notebook,Android
12401,150,Notebook,Windows
12402,663,SmartTV,Android
12403,657,Notebook,Linux
12404,31,SmartTV,Linux
12405,918,Tablet,Linux
12406,308,Smartphone,Linux
12407,540,SmartTV,Linux
12408,353,Smartphone,Windows
12409,155,Notebook,Android
12410,824,SmartTV,iOS
12411,498,Notebook,Android
12412,253,SmartTV,Linux
12413,655,Notebook,Windows
12414,718,Tablet,Android
12415,646,Tablet,Linux
12416,582,Notebook,Android
12417,620,Tablet,Android
12418,659,SmartTV,Linux
12419,315,SmartTV,Windows
12420,409,Notebook,Linux
12421,767,SmartTV,Linux
12422,830,Tablet,iOS
12423,445,SmartTV,Windows
12424,881,SmartTV,Android
12425,716,Smartphone,Windows
12426,749,Notebook,Windows
12427,803,Tablet,Linux
12428,141,Notebook,Linux
12429,811,Tablet,Android
12430,483,Tablet,Linux
12431,503,SmartTV,Windows
12432,8,Tablet,Linux
12433,12,Smartphone,Linux
12434,779,Tablet,Android
12435,100,Tablet,Linux
12436,683,Notebook,Android
12437,705,Notebook,Windows
12438,979,SmartTV,Linux
12439,346,Notebook,Linux
12440,465,Smartphone,Linux
12441,549,Smartphone,Android
12442,651,Notebook,Windows
12443,52,Tablet,Linux
12444,932,Notebook,Android
12445,886,Smartphone,Windows
12446,532,Notebook,iOS
12447,528,SmartTV,Windows
12448,532,SmartTV,Windows
12449,980,Notebook,Android
12450,912,SmartTV,iOS
12451,110,Smartphone,Linux
12452,214,Smartphone,Linux
12453,714,SmartTV,Linux
12454,212,Smartphone,Linux
12455,457,Notebook,iOS
12456,951,SmartTV,Windows
12457,51,Tablet,Windows
12458,287,Notebook,Android
12459,159,Notebook,Linux
12460,517,Notebook,Android
12461,827,SmartTV,Linux
12462,455,SmartTV,Windows
12463,46,Smartphone,Linux
12464,770,Tablet,iOS
12465,87,Notebook,Linux
12466,43,Tablet,Windows
12467,487,Notebook,Linux
12468,973,Tablet,Windows
12469,287,Notebook,Windows
12470,350,Tablet,Linux
12471,955,SmartTV,Android
12472,433,Tablet,Android
12473,616,SmartTV,Android
12474,418,Notebook,Android
12475,763,Smartphone,Linux
12476,291,Smartphone,Linux
12477,431,Notebook,Windows
12478,646,Smartphone,Windows
12479,583,Notebook,iOS
12480,496,Tablet,Linux
12481,289,Smartphone,Android
12482,355,Tablet,Android
12483,793,Tablet,iOS
12484,775,Tablet,Windows
12485,686,Smartphone,iOS
12486,886,Smartphone,Android
12487,259,Smartphone,Linux
12488,760,Tablet,Android
12489,874,Tablet,Linux
12490,229,Notebook,Windows
12491,211,Notebook,Windows
12492,235,SmartTV,Windows
12493,305,SmartTV,Linux
12494,891,Smartphone,Windows
12495,572,SmartTV,Windows
12496,955,Notebook,Windows
12497,617,SmartTV,Windows
12498,118,Notebook,Windows
12499,207,Tablet,iOS
12500,419,Tablet,Linux
12501,331,Notebook,Android
12502,182,Notebook,iOS
12503,71,Tablet,Android
12504,780,Smartphone,Linux
12505,864,Notebook,Windows
12506,459,Tablet,Windows
12507,428,Smartphone,Windows
12508,287,Smartphone,Android
12509,765,Tablet,Windows
12510,335,Tablet,Linux
12511,718,Tablet,Windows
12512,647,Smartphone,Android
12513,52,Tablet,Android
12514,736,SmartTV,Linux
12515,988,SmartTV,Android
12516,125,Notebook,Android
12517,538,SmartTV,iOS
12518,118,SmartTV,iOS
12519,786,Notebook,Linux
12520,461,Smartphone,Linux
12521,625,SmartTV,iOS
12522,467,Notebook,Linux
12523,922,SmartTV,Linux
12524,288,Notebook,Linux
12525,973,Notebook,iOS
12526,831,SmartTV,Android
12527,63,Smartphone,Windows
12528,247,Smartphone,Windows
12529,768,Notebook,iOS
12530,385,Smartphone,iOS
12531,758,Tablet,iOS
12532,888,Tablet,Android
12533,381,Notebook,Linux
12534,638,SmartTV,Android
12535,929,SmartTV,Linux
12536,780,Notebook,Windows
12537,684,Tablet,iOS
12538,326,Notebook,Android
12539,354,Smartphone,Android
12540,554,Notebook,iOS
12541,401,SmartTV,iOS
12542,903,Notebook,Linux
12543,983,Smartphone,Windows
12544,388,SmartTV,Windows
12545,240,SmartTV,iOS
12546,556,SmartTV,Linux
12547,966,Notebook,Linux
12548,562,Notebook,Windows
12549,482,Smartphone,Windows
12550,134,SmartTV,Windows
12551,406,Notebook,Android
12552,497,Tablet,iOS
12553,803,Notebook,iOS
12554,580,SmartTV,Linux
12555,595,SmartTV,iOS
12556,789,Smartphone,Linux
12557,209,Tablet,Linux
12558,754,Notebook,Linux
12559,202,Tablet,Linux
12560,939,Smartphone,iOS
12561,25,Smartphone,Linux
12562,998,SmartTV,iOS
12563,774,Smartphone,Linux
12564,179,Notebook,iOS
12565,457,Tablet,Linux
12566,671,Notebook,Windows
12567,959,Tablet,Windows
12568,857,Tablet,iOS
12569,241,SmartTV,iOS
12570,352,Notebook,iOS
12571,712,Smartphone,Android
12572,420,Notebook,Android
12573,794,SmartTV,Linux
12574,881,SmartTV,Windows
12575,915,Notebook,Linux
12576,573,Smartphone,Windows
12577,750,Notebook,Android
12578,757,Smartphone,Android
12579,616,Tablet,Windows
12580,890,Smartphone,iOS
12581,343,Smartphone,Linux
12582,910,SmartTV,Windows
12583,405,SmartTV,Android
12584,842,Smartphone,iOS
12585,761,Smartphone,Linux
12586,200,Smartphone,Android
12587,681,Smartphone,iOS
12588,347,Notebook,iOS
12589,85,Notebook,iOS
12590,960,SmartTV,Windows
12591,939,Smartphone,Android
12592,764,Notebook,Linux
12593,242,Tablet,Windows
12594,177,SmartTV,Android
12595,97,Tablet,Windows
12596,728,Notebook,Linux
12597,322,Notebook,iOS
12598,267,Smartphone,Windows
12599,914,SmartTV,Windows
12600,17,Smartphone,Linux
12601,389,Smartphone,Windows
12602,942,Notebook,Linux
12603,863,Notebook,Linux
12604,49,Tablet,iOS
12605,901,Tablet,Windows
12606,203,SmartTV,Linux
12607,713,Smartphone,Windows
12608,992,Tablet,Android
12609,59,Notebook,Android
12610,987,Smartphone,Android
12611,389,SmartTV,Windows
12612,843,Notebook,Android
12613,160,SmartTV,Android
12614,342,SmartTV,Windows
12615,82,Smartphone,iOS
12616,206,Tablet,Linux
12617,379,SmartTV,Android
12618,384,Tablet,Windows
12619,939,SmartTV,Linux
12620,260,Smartphone,iOS
12621,208,SmartTV,iOS
12622,432,Smartphone,Windows
12623,759,Notebook,iOS
12624,768,Tablet,Windows
12625,228,Tablet,Android
12626,492,Tablet,Windows
12627,190,Smartphone,Windows
12628,55,Tablet,Windows
12629,164,Smartphone,Linux
12630,473,SmartTV,Android
12631,587,SmartTV,iOS
12632,209,Tablet,Linux
12633,801,Smartphone,Android
12634,184,Smartphone,iOS
12635,354,SmartTV,Android
12636,40,Tablet,iOS
12637,170,Notebook,iOS
12638,644,SmartTV,iOS
12639,136,Tablet,Windows
12640,60,Notebook,Android
12641,238,Tablet,Android
12642,468,SmartTV,Android
12643,590,SmartTV,Windows
12644,472,Notebook,iOS
12645,69,Smartphone,Windows
12646,91,Notebook,Linux
12647,855,SmartTV,Windows
12648,144,Tablet,iOS
12649,386,Notebook,Windows
12650,407,Notebook,Android
12651,611,Tablet,Linux
12652,917,Notebook,iOS
12653,590,Notebook,Linux
12654,310,Smartphone,Android
12655,542,Notebook,Windows
12656,411,Smartphone,Android
12657,291,Smartphone,Android
12658,610,SmartTV,Linux
12659,223,Notebook,iOS
12660,671,Tablet,Android
12661,199,SmartTV,iOS
12662,543,Smartphone,Windows
12663,543,SmartTV,Android
12664,501,Notebook,Windows
12665,102,Smartphone,Linux
12666,498,Smartphone,iOS
12667,653,SmartTV,Android
12668,232,Notebook,Windows
12669,482,SmartTV,Linux
12670,632,Notebook,Android
12671,281,Tablet,Linux
12672,62,Tablet,Windows
12673,651,Notebook,Android
12674,61,SmartTV,Windows
12675,30,Notebook,Windows
12676,395,SmartTV,Android
12677,565,Tablet,iOS
12678,745,Smartphone,Windows
12679,271,Smartphone,Windows
12680,100,SmartTV,Windows
12681,382,Tablet,Android
12682,993,Tablet,iOS
12683,760,SmartTV,Windows
12684,595,SmartTV,Linux
12685,545,Notebook,Linux
12686,150,Smartphone,Android
12687,453,SmartTV,Windows
12688,575,Tablet,Android
12689,354,Notebook,iOS
12690,980,Smartphone,Windows
12691,934,Smartphone,Windows
12692,112,SmartTV,Windows
12693,468,Smartphone,Windows
12694,563,SmartTV,Linux
12695,98,Smartphone,Android
12696,829,SmartTV,Linux
12697,336,Notebook,Linux
12698,160,Smartphone,Linux
12699,646,SmartTV,Windows
12700,395,Smartphone,Linux
12701,136,SmartTV,Windows
12702,742,SmartTV,Linux
12703,178,SmartTV,Linux
12704,403,Notebook,Linux
12705,247,Tablet,Windows
12706,426,SmartTV,iOS
12707,239,Notebook,Android
12708,574,SmartTV,Android
12709,582,Tablet,Linux
12710,437,Tablet,Linux
12711,768,Tablet,Windows
12712,826,Smartphone,Linux
12713,865,Smartphone,Linux
12714,730,Notebook,Android
12715,959,Tablet,iOS
12716,337,SmartTV,Linux
12717,554,SmartTV,iOS
12718,210,Tablet,Android
12719,474,Smartphone,Linux
12720,144,Smartphone,iOS
12721,946,Tablet,iOS
12722,101,Tablet,Android
12723,812,Smartphone,Android
12724,708,Smartphone,Android
12725,220,Smartphone,Windows
12726,962,SmartTV,Android
12727,246,SmartTV,iOS
12728,999,SmartTV,Windows
12729,171,SmartTV,Linux
12730,424,Tablet,iOS
12731,474,Notebook,Android
12732,375,Tablet,Android
12733,186,Smartphone,Windows
12734,538,SmartTV,iOS
12735,224,Smartphone,Linux
12736,389,Notebook,Windows
12737,792,Tablet,Linux
12738,442,SmartTV,Windows
12739,300,Notebook,Windows
12740,489,SmartTV,Linux
12741,866,SmartTV,iOS
12742,8,Tablet,Windows
12743,621,Notebook,Android
12744,669,Tablet,Android
12745,78,Notebook,Linux
12746,594,SmartTV,Windows
12747,568,SmartTV,Android
12748,375,Tablet,iOS
12749,51,Tablet,iOS
12750,894,SmartTV,Windows
12751,45,Smartphone,Android
12752,359,Smartphone,Linux
12753,468,Notebook,iOS
12754,62,Smartphone,Windows
12755,120,Tablet,Windows
12756,790,SmartTV,Linux
12757,895,Smartphone,iOS
12758,666,Smartphone,Windows
12759,284,Smartphone,Linux
12760,743,Tablet,Android
12761,352,Tablet,Android
12762,107,SmartTV,Android
12763,308,Notebook,Linux
12764,183,Tablet,Android
12765,550,Smartphone,Linux
12766,947,SmartTV,Windows
12767,914,Smartphone,Linux
12768,191,SmartTV,Windows
12769,811,Smartphone,Windows
12770,464,Notebook,Windows
12771,199,Smartphone,Android
12772,784,Notebook,Linux
12773,205,Smartphone,iOS
12774,676,Notebook,iOS
12775,526,SmartTV,Windows
12776,217,Notebook,Android
12777,410,Smartphone,Linux
12778,857,Tablet,Android
12779,364,Smartphone,iOS
12780,74,SmartTV,Linux
12781,23,SmartTV,Windows
12782,775,Smartphone,Android
12783,63,Smartphone,iOS
12784,609,Smartphone,Android
12785,925,Tablet,Linux
12786,279,SmartTV,iOS
12787,970,Notebook,Linux
12788,942,SmartTV,Windows
12789,566,Smartphone,Windows
12790,760,Tablet,iOS
12791,307,Smartphone,Windows
12792,780,Tablet,Windows
12793,893,SmartTV,iOS
12794,343,SmartTV,iOS
12795,866,Tablet,Linux
12796,241,Smartphone,Windows
12797,740,Tablet,iOS
12798,913,Notebook,Windows
12799,218,Notebook,Android
12800,161,Tablet,Android
12801,421,SmartTV,Windows
12802,209,Tablet,Windows
12803,252,Tablet,Windows
12804,96,SmartTV,Windows
12805,777,Smartphone,iOS
12806,577,SmartTV,Android
12807,795,SmartTV,iOS
12808,618,Tablet,iOS
12809,10,SmartTV,Android
12810,41,Smartphone,Linux
12811,481,Tablet,Windows
12812,102,Tablet,iOS
12813,268,Notebook,Android
12814,890,Notebook,Linux
12815,686,Tablet,Linux
12816,476,Smartphone,Windows
12817,560,Tablet,Linux
12818,303,Tablet,iOS
12819,892,Smartphone,Linux
12820,451,Tablet,Android
12821,558,Tablet,Android
12822,108,SmartTV,Windows
12823,625,SmartTV,Linux
12824,585,SmartTV,Android
12825,30,Smartphone,Linux
12826,20,Tablet,Windows
12827,261,Tablet,Linux
12828,10,Notebook,iOS
12829,790,SmartTV,Linux
12830,623,Notebook,Windows
12831,672,Tablet,Windows
12832,884,Tablet,iOS
12833,859,SmartTV,Linux
12834,833,SmartTV,Android
12835,79,Notebook,Android
12836,78,Notebook,Windows
12837,943,Tablet,Android
12838,799,Tablet,Linux
12839,148,SmartTV,Linux
12840,834,Notebook,Windows
12841,266,Tablet,Linux
12842,952,SmartTV,Android
12843,335,Smartphone,Android
12844,596,Notebook,Linux
12845,58,Notebook,iOS
12846,309,Tablet,iOS
12847,588,Notebook,Android
12848,384,SmartTV,Android
12849,985,Smartphone,Linux
12850,882,SmartTV,Windows
12851,103,Tablet,Linux
12852,341,SmartTV,Windows
12853,340,SmartTV,Windows
12854,76,Tablet,Windows
12855,273,Tablet,Android
12856,492,SmartTV,Android
12857,277,SmartTV,Linux
12858,134,SmartTV,Windows
12859,208,Tablet,Windows
12860,442,SmartTV,Android
12861,97,Notebook,iOS
12862,939,Notebook,Android
12863,507,Notebook,Windows
12864,313,Smartphone,Linux
12865,221,Tablet,Linux
12866,430,SmartTV,Linux
12867,411,Smartphone,Windows
12868,318,SmartTV,Android
12869,283,Smartphone,Android
12870,618,SmartTV,iOS
12871,512,Smartphone,Windows
12872,658,Tablet,Linux
12873,830,Smartphone,Linux
12874,560,Notebook,Linux
12875,602,Notebook,Linux
12876,191,Notebook,Linux
12877,879,Notebook,Windows
12878,383,SmartTV,Android
12879,429,Notebook,Windows
12880,919,SmartTV,Android
12881,643,SmartTV,iOS
12882,728,Smartphone,Linux
12883,724,Smartphone,iOS
12884,616,Smartphone,Android
12885,756,Tablet,Windows
12886,784,Notebook,Windows
12887,830,Smartphone,iOS
12888,339,SmartTV,Windows
12889,225,Smartphone,iOS
12890,802,Tablet,iOS
12891,255,Smartphone,Android
12892,862,Tablet,iOS
12893,930,SmartTV,Linux
12894,434,SmartTV,Android
12895,847,Tablet,iOS
12896,761,Smartphone,Linux
12897,747,Smartphone,iOS
12898,106,Smartphone,Android
12899,750,Notebook,Android
12900,86,SmartTV,Linux
12901,662,Notebook,Android
12902,260,Notebook,Linux
12903,919,Tablet,iOS
12904,191,Tablet,Linux
12905,457,Notebook,Windows
12906,210,Notebook,Linux
12907,596,SmartTV,Windows
12908,328,Notebook,Linux
12909,546,Notebook,Android
12910,679,Tablet,Linux
12911,978,Notebook,iOS
12912,476,SmartTV,iOS
12913,138,Notebook,iOS
12914,64,Smartphone,Android
12915,223,Tablet,iOS
12916,408,Notebook,Android
12917,901,Notebook,Linux
12918,677,Tablet,iOS
12919,405,Tablet,Linux
12920,59,Notebook,Windows
12921,433,SmartTV,iOS
12922,477,Notebook,iOS
12923,104,Smartphone,iOS
12924,118,Tablet,Linux
12925,282,Tablet,Linux
12926,795,Tablet,iOS
12927,17,Smartphone,iOS
12928,72,Tablet,Linux
12929,271,Tablet,iOS
12930,787,SmartTV,Android
12931,816,Smartphone,iOS
12932,152,Smartphone,Android
12933,483,SmartTV,Linux
12934,687,Smartphone,iOS
12935,470,Tablet,Windows
12936,620,Tablet,Android
12937,283,Notebook,iOS
12938,120,SmartTV,iOS
12939,165,SmartTV,Android
12940,253,Notebook,Linux
12941,556,Smartphone,iOS
12942,57,Smartphone,Linux
12943,431,Notebook,Windows
12944,582,SmartTV,Android
12945,378,Notebook,Android
12946,153,Tablet,Android
12947,643,Tablet,Android
12948,794,Notebook,Android
12949,88,SmartTV,iOS
12950,511,Tablet,Linux
12951,206,SmartTV,iOS
12952,913,SmartTV,Windows
12953,130,Notebook,Windows
12954,674,Tablet,iOS
12955,981,Notebook,Android
12956,256,Notebook,Android
12957,500,SmartTV,Linux
12958,316,Notebook,Linux
12959,446,SmartTV,Android
12960,8,Tablet,iOS
12961,775,Notebook,Windows
12962,826,SmartTV,iOS
12963,689,Smartphone,Windows
12964,887,Smartphone,Linux
12965,920,Smartphone,Linux
12966,966,SmartTV,Linux
12967,739,SmartTV,Linux
12968,113,SmartTV,Windows
12969,386,Smartphone,iOS
12970,990,Smartphone,Linux
12971,680,SmartTV,Android
12972,706,Tablet,Android
12973,449,Notebook,Linux
12974,771,Tablet,iOS
12975,269,Tablet,Android
12976,751,Notebook,Windows
12977,490,Tablet,iOS
12978,30,SmartTV,Linux
12979,888,Smartphone,Windows
12980,716,Notebook,Android
12981,415,Tablet,iOS
12982,675,Tablet,Linux
12983,349,Notebook,Linux
12984,905,SmartTV,Android
12985,716,SmartTV,Linux
12986,223,Smartphone,Windows
12987,262,Tablet,Android
12988,331,Tablet,Linux
12989,21,Tablet,Linux
12990,830,SmartTV,Windows
12991,641,Notebook,Android
12992,409,Smartphone,iOS
12993,521,SmartTV,Windows
12994,485,Smartphone,iOS
12995,462,Notebook,Linux
12996,352,Smartphone,Linux
12997,370,Tablet,Linux
12998,848,SmartTV,Linux
12999,280,Smartphone,Android
13000,30,Notebook,Windows
13001,654,SmartTV,iOS
13002,230,SmartTV,Android
13003,209,SmartTV,iOS
13004,162,SmartTV,Linux
13005,995,Smartphone,Windows
13006,476,Notebook,Android
13007,165,Tablet,Android
13008,113,SmartTV,Windows
13009,980,Notebook,iOS
13010,609,Smartphone,Linux
13011,109,Notebook,iOS
13012,7,Smartphone,Android
13013,905,Smartphone,Android
13014,710,Notebook,Windows
13015,560,Smartphone,Android
13016,295,SmartTV,Windows
13017,470,Notebook,iOS
13018,224,Tablet,Android
13019,711,SmartTV,Windows
13020,832,Notebook,Linux
13021,955,Tablet,Linux
13022,614,Notebook,Android
13023,763,SmartTV,Linux
13024,857,Tablet,Android
13025,618,Smartphone,Windows
13026,14,Tablet,iOS
13027,938,Notebook,iOS
13028,523,Tablet,iOS
13029,909,Smartphone,Android
13030,859,SmartTV,iOS
13031,119,Tablet,Android
13032,85,Notebook,Android
13033,519,Smartphone,Android
13034,837,SmartTV,Windows
13035,196,Smartphone,iOS
13036,35,Tablet,Android
13037,13,Smartphone,Android
13038,28,Smartphone,Linux
13039,62,SmartTV,Android
13040,733,Tablet,Windows
13041,848,Tablet,Windows
13042,165,SmartTV,Linux
13043,970,Notebook,Android
13044,50,Tablet,iOS
13045,91,Smartphone,Linux
13046,523,SmartTV,Windows
13047,42,Tablet,Linux
13048,802,SmartTV,iOS
13049,158,Tablet,Linux
13050,678,SmartTV,Android
13051,122,Notebook,Windows
13052,980,Tablet,iOS
13053,371,Tablet,Windows
13054,361,Smartphone,Android
13055,144,SmartTV,iOS
13056,191,Smartphone,iOS
13057,44,Smartphone,iOS
13058,551,Smartphone,Android
13059,743,Smartphone,iOS
13060,964,SmartTV,Windows
13061,495,Smartphone,Android
13062,411,Notebook,iOS
13063,82,Notebook,Linux
13064,968,Smartphone,iOS
13065,70,Tablet,Windows
13066,961,Tablet,iOS
13067,304,Tablet,Android
13068,246,SmartTV,Linux
13069,814,Tablet,Windows
13070,162,SmartTV,Android
13071,197,Tablet,Windows
