id_cancelamento,id_usuario,motivo,data_cancelamento
1592,700,Pouco conteúdo,2024-10-20
1593,737,Muito caro,2024-01-27
1594,126,Muito caro,2025-06-06
1595,701,Muito caro,2024-06-20
1596,645,Muito caro,2023-02-07
1597,695,Não usa mais,2023-10-08
1598,407,Problemas técnicos,2023-02-25
1599,128,Não usa mais,2022-11-11
1600,661,Muito caro,2025-01-05
1601,810,Problemas técnicos,2024-08-03
1602,686,Pouco conteúdo,2024-06-29
1603,913,Problemas técnicos,2024-12-20
1604,762,Pouco conteúdo,2022-12-28
1605,728,Muito caro,2023-07-14
1606,905,Problemas técnicos,2022-12-12
1607,478,Problemas técnicos,2022-08-09
1608,550,Não usa mais,2023-10-11
1609,366,Não usa mais,2024-08-06
1610,993,Problemas técnicos,2023-05-30
1611,829,Problemas técnicos,2023-08-09
1612,845,Muito caro,2023-12-10
1613,859,Problemas técnicos,2024-03-05
1614,217,Muito caro,2024-01-23
1615,474,Problemas técnicos,2024-11-12
1616,594,Problemas técnicos,2024-06-11
1617,770,Não usa mais,2023-08-01
1618,266,Não usa mais,2024-02-20
1619,140,Pouco conteúdo,2025-03-05
1620,42,Problemas técnicos,2022-10-14
1621,727,Não usa mais,2022-07-12
1622,220,Pouco conteúdo,2024-01-18
1623,952,Não usa mais,2023-11-27
1624,922,Problemas técnicos,2024-10-24
1625,582,Muito caro,2022-07-05
1626,90,Problemas técnicos,2022-07-26
1627,227,Pouco conteúdo,2023-03-12
1628,867,Pouco conteúdo,2024-03-01
1629,954,Não usa mais,2024-03-01
1630,461,Não usa mais,2022-10-25
1631,322,Pouco conteúdo,2023-12-08
1632,445,Pouco conteúdo,2024-05-08
1633,867,Muito caro,2022-06-23
1634,395,Problemas técnicos,2024-09-26
1635,355,Pouco conteúdo,2024-12-24
1636,34,Problemas técnicos,2024-03-18
1637,243,Problemas técnicos,2024-04-13
1638,386,Pouco conteúdo,2023-11-10
1639,845,Problemas técnicos,2023-08-02
1640,264,Problemas técnicos,2023-01-29
1641,997,Pouco conteúdo,2023-11-30
1642,537,Não usa mais,2023-11-05
1643,648,Problemas técnicos,2024-04-27
1644,662,Não usa mais,2024-02-19
1645,313,Não usa mais,2025-04-29
1646,920,Problemas técnicos,2023-04-21
1647,156,Muito caro,2024-12-01
1648,576,Não usa mais,2024-09-28
1649,861,Muito caro,2024-05-03
1650,1,Muito caro,2023-11-14
1651,11,Pouco conteúdo,2024-07-04
1652,508,Pouco conteúdo,2023-02-26
1653,615,Pouco conteúdo,2024-04-18
1654,320,Problemas técnicos,2025-01-10
1655,124,Muito caro,2022-11-27
1656,748,Problemas técnicos,2023-06-12
1657,408,Problemas técnicos,2023-07-26
1658,967,Problemas técnicos,2025-04-10
1659,413,Problemas técnicos,2024-06-26
1660,343,Problemas técnicos,2024-05-18
1661,854,Problemas técnicos,2023-05-28
1662,218,Muito caro,2024-09-24
1663,138,Problemas técnicos,2025-04-08
1664,201,Não usa mais,2022-11-22
1665,629,Não usa mais,2022-06-19
1666,775,Pouco conteúdo,2024-10-26
1667,120,Pouco conteúdo,2023-08-18
1668,615,Muito caro,2025-03-08
1669,239,Problemas técnicos,2024-08-07
1670,3,Pouco conteúdo,2022-11-27
1671,841,Pouco conteúdo,2023-02-01
1672,618,Problemas técnicos,2023-06-30
1673,218,Pouco conteúdo,2024-02-14
1674,758,Não usa mais,2025-04-18
1675,124,Muito caro,2024-05-30
1676,370,Problemas técnicos,2024-04-06
1677,791,Não usa mais,2022-07-21
1678,263,Não usa mais,2024-09-29
1679,471,Problemas técnicos,2023-04-06
1680,885,Não usa mais,2025-05-03
1681,164,Não usa mais,2022-12-14
1682,98,Não usa mais,2022-07-23
1683,466,Muito caro,2023-05-21
1684,27,Não usa mais,2023-10-19
1685,944,Problemas técnicos,2023-07-12
1686,909,Pouco conteúdo,2022-10-17
1687,694,Pouco conteúdo,2023-11-16
1688,205,Pouco conteúdo,2022-11-20
1689,697,Muito caro,2025-02-08
1690,993,Muito caro,2023-08-12
1691,219,Problemas técnicos,2025-05-10
1692,319,Problemas técnicos,2023-04-24
1693,752,Pouco conteúdo,2024-04-22
1694,978,Muito caro,2022-07-07
1695,257,Pouco conteúdo,2024-06-25
1696,606,Pouco conteúdo,2023-08-20
1697,299,Muito caro,2024-01-11
1698,884,Muito caro,2023-07-26
1699,407,Não usa mais,2023-08-09
1700,496,Não usa mais,2024-03-09
1701,427,Pouco conteúdo,2024-06-22
1702,816,Problemas técnicos,2024-12-13
1703,603,Pouco conteúdo,2024-12-05
1704,719,Pouco conteúdo,2023-11-23
1705,294,Não usa mais,2022-10-15
1706,849,Problemas técnicos,2024-09-06
1707,302,Pouco conteúdo,2025-04-20
1708,639,Não usa mais,2023-04-29
1709,415,Não usa mais,2022-08-11
1710,427,Problemas técnicos,2022-10-24
1711,212,Não usa mais,2023-12-09
1712,645,Não usa mais,2022-07-27
1713,382,Problemas técnicos,2022-09-24
1714,610,Problemas técnicos,2022-11-02
1715,230,Pouco conteúdo,2025-02-20
1716,954,Pouco conteúdo,2024-05-11
1717,271,Não usa mais,2023-06-03
1718,93,Problemas técnicos,2022-09-16
1719,811,Muito caro,2024-10-09
1720,448,Muito caro,2024-07-01
1721,850,Não usa mais,2023-11-10
1722,83,Não usa mais,2023-01-03
1723,860,Não usa mais,2022-08-26
1724,436,Não usa mais,2023-07-04
1725,192,Muito caro,2022-09-22
1726,630,Pouco conteúdo,2023-02-02
1727,274,Muito caro,2024-06-06
1728,473,Não usa mais,2025-04-03
1729,54,Pouco conteúdo,2022-07-17
1730,936,Problemas técnicos,2024-08-04
1731,118,Problemas técnicos,2024-02-28
1732,952,Muito caro,2024-10-02
1733,501,Não usa mais,2024-12-14
1734,750,Muito caro,2024-05-14
1735,994,Pouco conteúdo,2024-01-28
1736,317,Problemas técnicos,2025-03-27
1737,135,Problemas técnicos,2025-01-28
1738,708,Não usa mais,2023-03-19
1739,525,Muito caro,2022-10-09
1740,19,Não usa mais,2025-01-07
1741,434,Não usa mais,2023-06-29
1742,796,Pouco conteúdo,2023-02-08
1743,2,Pouco conteúdo,2023-10-04
1744,999,Problemas técnicos,2023-09-11
1745,266,Problemas técnicos,2024-11-30
1746,660,Problemas técnicos,2024-11-11
1747,130,Pouco conteúdo,2023-11-11
1748,73,Pouco conteúdo,2025-01-01
1749,579,Problemas técnicos,2022-10-04
1750,175,Pouco conteúdo,2025-05-25
1751,245,Não usa mais,2023-12-07
1752,923,Não usa mais,2023-01-02
1753,123,Não usa mais,2023-03-12
1754,199,Problemas técnicos,2024-10-03
1755,665,Muito caro,2024-05-17
1756,850,Pouco conteúdo,2023-12-22
1757,949,Muito caro,2024-06-28
1758,875,Pouco conteúdo,2024-11-30
1759,486,Muito caro,2023-02-09
1760,194,Não usa mais,2022-07-10
1761,529,Muito caro,2024-04-03
1762,817,Não usa mais,2024-02-26
1763,119,Muito caro,2022-10-31
1764,389,Problemas técnicos,2023-02-13
1765,54,Problemas técnicos,2022-10-27
1766,43,Muito caro,2023-07-04
1767,3,Problemas técnicos,2025-06-02
1768,283,Pouco conteúdo,2023-08-19
1769,848,Não usa mais,2025-03-28
1770,67,Muito caro,2022-12-03
1771,57,Muito caro,2024-09-04
1772,16,Problemas técnicos,2024-07-05
1773,124,Muito caro,2023-11-12
1774,182,Problemas técnicos,2022-06-30
1775,328,Problemas técnicos,2025-02-05
1776,823,Problemas técnicos,2022-11-09
1777,962,Não usa mais,2024-01-08
1778,732,Pouco conteúdo,2023-10-15
1779,572,Não usa mais,2024-06-28
1780,827,Pouco conteúdo,2023-11-27
1781,156,Pouco conteúdo,2024-02-10
1782,480,Problemas técnicos,2024-04-26
1783,505,Problemas técnicos,2024-09-14
1784,24,Não usa mais,2022-08-18
1785,674,Muito caro,2025-03-23
1786,885,Não usa mais,2024-01-19
1787,642,Problemas técnicos,2022-09-16
1788,838,Não usa mais,2022-12-09
1789,718,Problemas técnicos,2022-11-12
1790,980,Pouco conteúdo,2023-07-10
1791,288,Não usa mais,2024-03-22
1792,500,Pouco conteúdo,2022-12-27
1793,414,Problemas técnicos,2024-08-02
1794,391,Pouco conteúdo,2022-12-07
1795,358,Problemas técnicos,2023-04-24
1796,701,Pouco conteúdo,2023-09-24
1797,408,Pouco conteúdo,2022-08-07
1798,549,Pouco conteúdo,2023-08-04
1799,900,Pouco conteúdo,2025-03-02
1800,863,Problemas técnicos,2024-12-15
1801,315,Não usa mais,2023-10-12
1802,54,Problemas técnicos,2023-05-14
1803,905,Muito caro,2025-03-28
1804,914,Problemas técnicos,2023-03-16
1805,760,Muito caro,2022-11-04
1806,957,Pouco conteúdo,2025-01-13
1807,323,Não usa mais,2023-08-14
1808,929,Problemas técnicos,2024-06-19
1809,337,Pouco conteúdo,2023-11-06
1810,14,Não usa mais,2024-08-06
1811,930,Problemas técnicos,2023-04-18
1812,556,Pouco conteúdo,2025-03-12
1813,972,Problemas técnicos,2022-09-10
1814,626,Não usa mais,2024-02-29
1815,575,Problemas técnicos,2025-04-13
1816,668,Pouco conteúdo,2025-05-26
1817,757,Não usa mais,2023-04-29
1818,510,Muito caro,2023-07-02
1819,534,Pouco conteúdo,2024-05-25
1820,530,Pouco conteúdo,2022-08-22
1821,344,Não usa mais,2023-12-15
1822,478,Muito caro,2022-07-20
1823,501,Muito caro,2022-06-25
1824,725,Problemas técnicos,2023-11-12
1825,632,Não usa mais,2025-03-12
1826,734,Pouco conteúdo,2023-11-01
1827,542,Não usa mais,2024-01-16
1828,891,Problemas técnicos,2023-05-16
1829,167,Não usa mais,2024-02-16
1830,924,Muito caro,2022-07-26
1831,45,Muito caro,2025-05-06
1832,154,Pouco conteúdo,2023-04-02
1833,142,Problemas técnicos,2025-02-10
1834,397,Muito caro,2023-12-15
1835,24,Pouco conteúdo,2023-09-18
1836,781,Pouco conteúdo,2023-01-31
1837,118,Problemas técnicos,2025-01-22
1838,784,Não usa mais,2024-06-16
1839,225,Problemas técnicos,2023-06-01
1840,49,Problemas técnicos,2024-06-13
1841,713,Pouco conteúdo,2024-02-25
1842,775,Pouco conteúdo,2023-10-23
1843,53,Não usa mais,2023-10-08
1844,695,Problemas técnicos,2022-06-21
1845,546,Pouco conteúdo,2023-10-06
1846,558,Problemas técnicos,2023-06-07
1847,39,Muito caro,2023-11-06
1848,820,Não usa mais,2025-02-05
1849,706,Problemas técnicos,2025-01-22
1850,973,Problemas técnicos,2024-06-01
1851,324,Não usa mais,2022-06-21
1852,941,Pouco conteúdo,2024-05-01
1853,575,Pouco conteúdo,2024-07-11
1854,169,Problemas técnicos,2024-11-18
1855,105,Pouco conteúdo,2023-03-14
1856,959,Muito caro,2024-03-12
1857,538,Problemas técnicos,2025-06-07
1858,218,Pouco conteúdo,2025-01-23
1859,493,Não usa mais,2024-04-16
1860,499,Não usa mais,2025-01-22
1861,429,Problemas técnicos,2022-11-06
1862,92,Não usa mais,2023-07-26
1863,922,Problemas técnicos,2023-02-04
1864,585,Não usa mais,2025-03-03
1865,261,Pouco conteúdo,2022-10-25
1866,675,Pouco conteúdo,2024-08-16
1867,193,Muito caro,2025-02-11
1868,34,Não usa mais,2022-08-07
1869,813,Problemas técnicos,2022-12-07
1870,428,Pouco conteúdo,2024-12-22
1871,53,Pouco conteúdo,2024-04-15
1872,188,Muito caro,2025-02-01
1873,984,Muito caro,2022-08-09
1874,443,Problemas técnicos,2022-11-28
1875,830,Muito caro,2024-04-29
1876,516,Muito caro,2024-11-17
1877,21,Problemas técnicos,2023-05-22
1878,443,Problemas técnicos,2025-01-18
1879,583,Muito caro,2024-01-04
1880,895,Pouco conteúdo,2023-08-08
1881,366,Muito caro,2023-04-25
1882,801,Muito caro,2025-04-24
1883,368,Não usa mais,2024-05-11
1884,264,Pouco conteúdo,2024-02-02
1885,118,Problemas técnicos,2024-06-28
1886,487,Pouco conteúdo,2025-01-15
1887,722,Muito caro,2022-11-29
1888,37,Pouco conteúdo,2024-07-03
1889,332,Não usa mais,2022-10-12
1890,132,Problemas técnicos,2024-02-13
1891,431,Pouco conteúdo,2023-06-16
1892,399,Problemas técnicos,2024-03-05
1893,205,Pouco conteúdo,2023-12-12
1894,548,Muito caro,2023-09-08
1895,78,Pouco conteúdo,2024-10-27
1896,265,Muito caro,2024-07-06
1897,34,Pouco conteúdo,2025-02-04
1898,131,Muito caro,2023-12-10
1899,792,Problemas técnicos,2024-11-27
1900,41,Muito caro,2024-09-11
1901,34,Problemas técnicos,2023-06-01
1902,357,Não usa mais,2024-08-19
1903,421,Muito caro,2024-03-31
1904,535,Muito caro,2025-03-16
1905,342,Problemas técnicos,2023-03-23
1906,455,Pouco conteúdo,2024-02-26
1907,495,Problemas técnicos,2024-06-20
1908,896,Pouco conteúdo,2024-08-18
1909,549,Pouco conteúdo,2024-11-21
1910,353,Pouco conteúdo,2022-08-09
1911,101,Problemas técnicos,2024-12-19
1912,212,Não usa mais,2025-04-12
1913,769,Muito caro,2024-11-08
1914,133,Muito caro,2024-07-22
1915,771,Muito caro,2024-10-31
1916,333,Muito caro,2025-02-12
1917,287,Problemas técnicos,2022-11-04
1918,347,Problemas técnicos,2022-12-30
1919,618,Problemas técnicos,2024-03-02
1920,821,Pouco conteúdo,2023-03-23
1921,764,Pouco conteúdo,2023-11-07
1922,949,Muito caro,2024-12-02
1923,489,Problemas técnicos,2025-01-07
1924,873,Pouco conteúdo,2024-05-27
1925,166,Pouco conteúdo,2022-08-06
1926,683,Não usa mais,2023-03-20
1927,577,Problemas técnicos,2023-01-08
1928,351,Problemas técnicos,2024-11-12
1929,836,Muito caro,2022-10-10
1930,674,Não usa mais,2024-10-25
1931,545,Pouco conteúdo,2024-02-11
1932,489,Pouco conteúdo,2022-07-22
1933,359,Pouco conteúdo,2022-09-01
1934,23,Pouco conteúdo,2025-02-14
1935,396,Pouco conteúdo,2023-03-31
1936,247,Não usa mais,2024-07-15
1937,555,Problemas técnicos,2023-06-14
1938,677,Muito caro,2025-04-01
1939,557,Problemas técnicos,2023-01-26
1940,467,Problemas técnicos,2023-06-16
1941,921,Problemas técnicos,2023-11-27
1942,291,Pouco conteúdo,2023-05-12
1943,810,Problemas técnicos,2022-08-30
1944,840,Problemas técnicos,2024-11-01
1945,132,Não usa mais,2023-10-26
1946,530,Problemas técnicos,2025-05-02
1947,718,Problemas técnicos,2022-12-26
1948,896,Problemas técnicos,2022-10-16
1949,977,Não usa mais,2024-09-06
1950,99,Não usa mais,2023-11-21
1951,335,Muito caro,2024-03-06
1952,513,Problemas técnicos,2024-02-12
1953,503,Não usa mais,2025-01-07
1954,698,Não usa mais,2022-11-16
1955,630,Pouco conteúdo,2023-11-13
1956,427,Pouco conteúdo,2022-07-24
1957,753,Pouco conteúdo,2025-02-20
1958,504,Não usa mais,2022-10-17
1959,781,Problemas técnicos,2024-03-19
1960,728,Não usa mais,2024-05-06
1961,167,Muito caro,2023-08-30
1962,30,Problemas técnicos,2024-12-06
1963,360,Não usa mais,2024-01-17
1964,294,Muito caro,2022-09-03
1965,547,Pouco conteúdo,2025-05-03
1966,784,Muito caro,2022-09-19
1967,904,Problemas técnicos,2024-12-26
1968,891,Não usa mais,2023-04-24
1969,807,Não usa mais,2022-09-04
1970,470,Pouco conteúdo,2022-10-03
1971,991,Muito caro,2024-04-24
1972,23,Pouco conteúdo,2022-07-20
1973,192,Pouco conteúdo,2022-10-29
1974,130,Não usa mais,2025-01-15
1975,714,Não usa mais,2024-04-21
1976,75,Muito caro,2022-11-15
1977,55,Pouco conteúdo,2023-03-22
1978,254,Problemas técnicos,2023-09-08
1979,868,Pouco conteúdo,2023-01-01
1980,489,Pouco conteúdo,2024-08-06
1981,898,Muito caro,2025-01-17
1982,5,Pouco conteúdo,2024-03-15
1983,671,Pouco conteúdo,2024-05-09
1984,27,Não usa mais,2022-10-10
1985,415,Não usa mais,2023-12-17
1986,997,Não usa mais,2023-03-03
1987,382,Problemas técnicos,2023-02-14
1988,246,Não usa mais,2024-01-27
1989,56,Problemas técnicos,2024-04-29
1990,47,Muito caro,2024-09-12
1991,908,Pouco conteúdo,2024-06-25
1992,875,Muito caro,2023-09-06
1993,531,Não usa mais,2022-07-03
1994,412,Pouco conteúdo,2024-08-19
1995,319,Problemas técnicos,2025-05-03
1996,335,Problemas técnicos,2023-05-29
1997,938,Muito caro,2024-07-19
1998,383,Pouco conteúdo,2023-05-28
1999,716,Pouco conteúdo,2023-11-02
2000,17,Não usa mais,2024-12-29
2001,377,Muito caro,2022-10-01
2002,725,Não usa mais,2023-11-13
2003,684,Problemas técnicos,2022-07-12
2004,278,Não usa mais,2022-12-02
2005,336,Problemas técnicos,2024-05-08
2006,912,Muito caro,2022-12-07
2007,68,Muito caro,2024-10-31
2008,124,Pouco conteúdo,2024-03-02
2009,795,Muito caro,2022-09-07
2010,990,Problemas técnicos,2023-02-19
2011,88,Não usa mais,2024-07-22
2012,6,Problemas técnicos,2024-02-03
2013,185,Não usa mais,2023-11-22
2014,963,Muito caro,2024-08-15
2015,389,Problemas técnicos,2024-07-09
2016,462,Problemas técnicos,2023-10-26
2017,409,Muito caro,2024-09-30
2018,178,Muito caro,2024-10-05
2019,469,Pouco conteúdo,2023-02-15
2020,398,Pouco conteúdo,2024-10-11
2021,618,Não usa mais,2024-11-17
2022,716,Pouco conteúdo,2022-10-16
2023,155,Não usa mais,2024-10-12
2024,123,Não usa mais,2024-04-03
2025,150,Muito caro,2024-11-18
2026,967,Muito caro,2025-05-13
2027,832,Não usa mais,2024-05-01
2028,249,Problemas técnicos,2022-09-21
2029,846,Não usa mais,2023-04-25
2030,393,Muito caro,2024-02-04
2031,406,Muito caro,2023-09-21
2032,458,Muito caro,2025-04-27
2033,619,Problemas técnicos,2022-07-05
2034,40,Não usa mais,2025-05-25
2035,414,Não usa mais,2023-05-20
2036,508,Problemas técnicos,2022-10-04
2037,230,Muito caro,2024-07-16
2038,393,Muito caro,2023-02-13
2039,982,Não usa mais,2024-09-09
2040,947,Não usa mais,2024-07-16
2041,857,Problemas técnicos,2024-11-20
2042,836,Muito caro,2024-01-25
2043,383,Problemas técnicos,2022-12-18
2044,833,Não usa mais,2025-03-29
2045,553,Muito caro,2024-08-10
2046,289,Muito caro,2023-04-02
2047,668,Muito caro,2024-07-19
2048,697,Não usa mais,2023-06-02
2049,86,Muito caro,2023-10-07
2050,830,Pouco conteúdo,2025-04-12
2051,35,Não usa mais,2025-03-15
2052,358,Não usa mais,2024-02-21
2053,105,Não usa mais,2022-09-16
2054,231,Não usa mais,2024-11-13
2055,698,Muito caro,2022-09-16
2056,928,Muito caro,2023-11-06
2057,295,Pouco conteúdo,2023-04-25
2058,648,Problemas técnicos,2022-12-26
2059,562,Pouco conteúdo,2024-07-21
2060,250,Pouco conteúdo,2025-02-24
2061,674,Problemas técnicos,2024-06-26
2062,605,Pouco conteúdo,2024-08-08
2063,58,Problemas técnicos,2025-04-16
2064,219,Não usa mais,2022-10-31
2065,599,Problemas técnicos,2023-02-15
2066,493,Pouco conteúdo,2024-11-05
2067,387,Muito caro,2023-03-13
2068,804,Pouco conteúdo,2025-05-06
2069,640,Pouco conteúdo,2023-05-15
2070,959,Problemas técnicos,2024-04-01
2071,381,Não usa mais,2024-06-21
2072,580,Muito caro,2025-05-12
2073,324,Problemas técnicos,2022-06-19
2074,12,Pouco conteúdo,2023-02-01
2075,1000,Não usa mais,2025-04-19
2076,437,Não usa mais,2022-08-27
2077,311,Pouco conteúdo,2024-05-29
2078,393,Não usa mais,2025-01-04
2079,856,Pouco conteúdo,2024-04-05
2080,481,Pouco conteúdo,2023-12-13
2081,451,Muito caro,2024-04-01
2082,271,Não usa mais,2022-08-24
2083,761,Não usa mais,2022-11-30
2084,199,Problemas técnicos,2023-06-27
2085,955,Problemas técnicos,2022-07-03
2086,942,Problemas técnicos,2022-07-30
2087,963,Muito caro,2023-11-23
2088,354,Pouco conteúdo,2022-09-18
2089,170,Pouco conteúdo,2023-07-12
2090,385,Problemas técnicos,2023-10-29
2091,376,Muito caro,2023-01-15
2092,147,Muito caro,2023-08-24
2093,112,Não usa mais,2022-10-27
2094,65,Não usa mais,2024-08-05
2095,994,Problemas técnicos,2023-09-04
2096,964,Não usa mais,2023-02-19
2097,843,Pouco conteúdo,2024-05-05
2098,875,Problemas técnicos,2024-11-05
2099,416,Pouco conteúdo,2025-04-12
2100,528,Muito caro,2025-04-01
2101,733,Muito caro,2024-06-03
2102,106,Problemas técnicos,2024-04-04
2103,27,Problemas técnicos,2022-07-28
2104,281,Muito caro,2022-08-27
2105,973,Problemas técnicos,2022-08-05
2106,636,Muito caro,2024-02-21
2107,704,Problemas técnicos,2022-07-24
2108,445,Muito caro,2023-03-26
2109,30,Pouco conteúdo,2023-08-26
2110,613,Pouco conteúdo,2024-06-28
2111,248,Pouco conteúdo,2023-01-18
2112,499,Não usa mais,2024-08-17
2113,754,Muito caro,2023-07-01
2114,250,Pouco conteúdo,2023-03-29
2115,182,Pouco conteúdo,2025-01-20
2116,921,Pouco conteúdo,2024-02-19
2117,457,Muito caro,2024-02-04
2118,633,Problemas técnicos,2024-11-01
2119,209,Pouco conteúdo,2024-03-12
2120,623,Problemas técnicos,2023-07-08
2121,367,Muito caro,2023-09-09
2122,400,Muito caro,2023-01-27
2123,230,Problemas técnicos,2024-08-20
2124,443,Problemas técnicos,2023-06-18
2125,114,Problemas técnicos,2022-08-28
2126,666,Problemas técnicos,2025-02-16
2127,633,Pouco conteúdo,2022-08-03
2128,709,Não usa mais,2022-10-09
2129,434,Pouco conteúdo,2024-04-08
2130,533,Muito caro,2024-07-13
2131,831,Muito caro,2024-11-04
2132,652,Pouco conteúdo,2024-07-20
2133,73,Muito caro,2022-08-01
2134,444,Muito caro,2023-09-07
2135,259,Muito caro,2023-07-21
2136,678,Muito caro,2023-09-06
2137,424,Problemas técnicos,2024-03-28
2138,739,Não usa mais,2023-02-10
2139,141,Problemas técnicos,2024-05-28
2140,382,Problemas técnicos,2023-09-20
2141,28,Problemas técnicos,2022-11-06
2142,647,Muito caro,2023-07-23
2143,286,Problemas técnicos,2024-10-29
2144,628,Problemas técnicos,2025-06-07
2145,298,Não usa mais,2023-06-30
2146,260,Problemas técnicos,2022-11-17
2147,891,Pouco conteúdo,2024-11-26
2148,918,Problemas técnicos,2025-05-09
2149,407,Não usa mais,2024-01-17
2150,83,Pouco conteúdo,2023-01-10
2151,292,Problemas técnicos,2025-05-01
2152,426,Problemas técnicos,2024-11-26
2153,112,Problemas técnicos,2025-05-30
2154,408,Muito caro,2023-04-30
2155,19,Pouco conteúdo,2024-09-09
2156,550,Não usa mais,2024-10-14
2157,840,Pouco conteúdo,2025-02-13
2158,804,Pouco conteúdo,2023-03-02
2159,860,Muito caro,2025-04-03
2160,219,Problemas técnicos,2024-10-18
2161,173,Muito caro,2023-08-14
2162,777,Não usa mais,2023-11-01
2163,514,Não usa mais,2023-04-16
2164,877,Não usa mais,2024-07-14
2165,426,Problemas técnicos,2024-02-10
2166,777,Muito caro,2024-03-01
2167,557,Muito caro,2024-04-18
2168,528,Pouco conteúdo,2022-06-16
2169,442,Não usa mais,2023-11-20
2170,394,Não usa mais,2024-07-22
2171,970,Problemas técnicos,2025-05-11
2172,806,Problemas técnicos,2023-04-21
2173,533,Não usa mais,2022-09-29
2174,806,Problemas técnicos,2023-04-28
2175,956,Pouco conteúdo,2024-03-22
2176,132,Problemas técnicos,2023-01-28
2177,674,Pouco conteúdo,2022-07-06
2178,412,Muito caro,2025-06-04
2179,209,Muito caro,2023-08-26
2180,402,Problemas técnicos,2025-05-25
2181,517,Problemas técnicos,2023-09-28
2182,84,Muito caro,2024-10-21
2183,465,Pouco conteúdo,2024-01-01
2184,856,Muito caro,2022-07-14
2185,260,Muito caro,2023-08-25
2186,595,Problemas técnicos,2023-09-14
2187,630,Pouco conteúdo,2024-11-30
2188,334,Pouco conteúdo,2024-04-24
2189,445,Pouco conteúdo,2024-05-11
2190,715,Muito caro,2024-05-20
2191,956,Não usa mais,2024-04-11
2192,87,Não usa mais,2022-12-07
2193,500,Muito caro,2024-10-24
2194,570,Pouco conteúdo,2022-08-24
2195,69,Pouco conteúdo,2024-07-07
2196,102,Problemas técnicos,2024-08-04
2197,583,Não usa mais,2023-02-05
2198,387,Não usa mais,2024-07-13
2199,254,Pouco conteúdo,2023-02-26
2200,651,Muito caro,2024-04-12
2201,340,Pouco conteúdo,2022-06-21
2202,684,Não usa mais,2022-07-30
2203,957,Pouco conteúdo,2024-12-25
2204,761,Não usa mais,2024-04-20
2205,169,Não usa mais,2024-03-30
2206,622,Não usa mais,2024-05-18
2207,207,Muito caro,2024-01-23
2208,773,Muito caro,2023-10-01
2209,119,Problemas técnicos,2022-11-18
2210,236,Muito caro,2022-06-18
2211,827,Muito caro,2025-01-12
2212,499,Problemas técnicos,2024-02-27
2213,368,Pouco conteúdo,2022-12-10
2214,457,Não usa mais,2022-08-23
2215,241,Problemas técnicos,2023-10-30
2216,968,Problemas técnicos,2022-07-16
2217,912,Pouco conteúdo,2023-08-08
2218,589,Problemas técnicos,2024-08-21
2219,766,Não usa mais,2023-06-28
2220,584,Pouco conteúdo,2023-08-25
2221,904,Problemas técnicos,2022-08-03
2222,999,Não usa mais,2023-08-03
2223,414,Problemas técnicos,2023-06-14
2224,259,Muito caro,2023-05-02
2225,872,Problemas técnicos,2022-11-07
2226,178,Muito caro,2023-07-20
2227,895,Não usa mais,2023-12-27
2228,661,Problemas técnicos,2022-10-09
2229,682,Pouco conteúdo,2022-07-17
2230,1,Muito caro,2023-06-01
2231,487,Problemas técnicos,2022-08-28
2232,168,Não usa mais,2024-07-31
2233,61,Muito caro,2022-07-31
2234,132,Muito caro,2022-07-07
2235,320,Não usa mais,2022-10-05
2236,488,Pouco conteúdo,2024-04-08
2237,156,Não usa mais,2025-04-04
2238,487,Pouco conteúdo,2023-01-22
2239,524,Pouco conteúdo,2024-08-05
2240,460,Muito caro,2022-09-18
2241,317,Pouco conteúdo,2023-09-11
2242,307,Muito caro,2023-06-03
2243,964,Muito caro,2023-02-20
2244,168,Muito caro,2023-03-08
2245,24,Não usa mais,2024-08-21
2246,9,Muito caro,2024-06-01
2247,138,Pouco conteúdo,2023-02-12
2248,434,Muito caro,2022-10-19
2249,591,Muito caro,2023-11-28
2250,536,Não usa mais,2025-02-20
2251,504,Problemas técnicos,2023-01-22
2252,674,Muito caro,2022-11-04
2253,141,Pouco conteúdo,2024-07-01
2254,884,Problemas técnicos,2024-04-07
2255,996,Muito caro,2023-05-18
2256,50,Problemas técnicos,2023-08-12
2257,234,Muito caro,2024-08-27
2258,932,Muito caro,2023-09-19
2259,868,Pouco conteúdo,2023-08-13
2260,963,Não usa mais,2024-04-20
2261,917,Problemas técnicos,2024-07-16
2262,74,Pouco conteúdo,2022-08-21
2263,46,Problemas técnicos,2023-10-12
2264,679,Problemas técnicos,2024-12-18
2265,835,Pouco conteúdo,2024-11-20
2266,516,Problemas técnicos,2022-08-05
2267,965,Muito caro,2022-07-03
2268,720,Pouco conteúdo,2024-03-13
2269,386,Muito caro,2025-01-24
2270,2,Problemas técnicos,2024-11-26
2271,349,Muito caro,2024-06-06
2272,30,Muito caro,2023-10-14
2273,505,Muito caro,2024-12-30
2274,239,Pouco conteúdo,2023-06-17
2275,624,Muito caro,2023-02-02
2276,859,Problemas técnicos,2025-03-15
2277,395,Pouco conteúdo,2023-02-08
2278,2,Muito caro,2022-11-22
2279,79,Não usa mais,2024-09-07
2280,363,Muito caro,2023-09-29
2281,521,Problemas técnicos,2024-06-23
2282,946,Não usa mais,2024-08-31
2283,30,Problemas técnicos,2022-08-18
2284,882,Pouco conteúdo,2024-08-05
2285,161,Pouco conteúdo,2024-11-08
2286,988,Problemas técnicos,2023-09-28
